Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS02681,69.579798,67.836432,"545 Random Rd, City 94, Country",AC Level 1,0.18,24/7,2.77,46,Greenlots,50,CCS,2015,No,4.8,6,Monthly
EVS02682,-33.850151,151.342024,"7561 Sydney Ave, Sydney",DC Fast Charger,0.35,6:00-22:00,11.3,54,ChargePoint,150,CCS,2017,Yes,5.0,5,Monthly
EVS02683,19.111609,72.802396,"6955 Mumbai Ave, Mumbai",AC Level 2,0.24,9:00-18:00,15.92,51,ChargePoint,50,"CHAdeMO, CCS",2018,Yes,3.2,2,Quarterly
EVS02684,52.530203,13.398759,"8292 Berlin Ave, Berlin",DC Fast Charger,0.18,24/7,19.85,40,Tesla,150,Tesla,2022,Yes,4.8,5,Annually
EVS02685,52.423077,13.489325,"6205 Berlin Ave, Berlin",DC Fast Charger,0.33,6:00-22:00,15.73,64,ChargePoint,50,"Type 2, CCS",2021,No,3.3,6,Annually
EVS02686,34.120588,-118.333809,"5584 Los Angeles Ave, Los Angeles",AC Level 1,0.35,9:00-18:00,13.02,89,Tesla,50,"Type 2, CCS",2020,Yes,4.7,6,Quarterly
EVS02687,19.482316,-99.166951,"9981 Mexico City Ave, Mexico City",AC Level 1,0.14,6:00-22:00,9.51,45,ChargePoint,150,"CCS, Tesla",2019,Yes,3.3,1,Monthly
EVS02688,25.319742,55.354312,"8393 Dubai Ave, Dubai",AC Level 1,0.47,6:00-22:00,16.98,25,Tesla,350,CHAdeMO,2019,Yes,5.0,2,Quarterly
EVS02689,37.732186,-122.357309,"4986 San Francisco Ave, San Francisco",DC Fast Charger,0.2,9:00-18:00,8.22,99,ChargePoint,150,"CHAdeMO, Tesla",2023,Yes,3.2,1,Monthly
EVS02690,37.521839,127.020694,"2027 Seoul Ave, Seoul",AC Level 1,0.36,24/7,7.78,40,EVgo,50,CCS,2015,No,4.7,1,Monthly
EVS02691,42.399035,167.358269,"6564 Random Rd, City 435, Country",AC Level 1,0.17,9:00-18:00,0.6,13,Greenlots,350,CHAdeMO,2017,No,4.2,1,Annually
EVS02692,19.043711,72.833042,"8639 Mumbai Ave, Mumbai",AC Level 1,0.17,24/7,14.65,63,EVgo,22,"CCS, Tesla",2021,Yes,4.5,7,Annually
EVS02693,25.327177,55.345398,"3982 Dubai Ave, Dubai",AC Level 2,0.36,9:00-18:00,19.72,64,Tesla,50,CHAdeMO,2016,Yes,4.4,4,Quarterly
EVS02694,-33.836682,18.558822,"5759 Cape Town Ave, Cape Town",AC Level 2,0.34,9:00-18:00,4.12,53,EVgo,350,CHAdeMO,2011,Yes,3.6,4,Monthly
EVS02695,19.417633,-99.126659,"4343 Mexico City Ave, Mexico City",DC Fast Charger,0.12,9:00-18:00,11.39,86,EVgo,350,CCS,2015,Yes,3.4,9,Annually
EVS02696,-33.880106,18.570584,"3712 Cape Town Ave, Cape Town",DC Fast Charger,0.31,6:00-22:00,6.52,71,Tesla,350,Type 2,2017,No,3.1,6,Monthly
EVS02697,25.278031,55.314874,"3314 Dubai Ave, Dubai",AC Level 1,0.29,6:00-22:00,5.64,31,Greenlots,350,"Type 2, CCS",2014,Yes,3.9,10,Monthly
EVS02698,-33.797771,151.262757,"1411 Sydney Ave, Sydney",AC Level 2,0.48,24/7,19.22,32,Greenlots,22,CCS,2011,Yes,3.6,6,Quarterly
EVS02699,39.988848,116.373184,"145 Beijing Ave, Beijing",AC Level 2,0.48,24/7,11.6,90,Greenlots,50,Tesla,2014,No,4.2,10,Monthly
EVS02700,39.99785,116.435888,"4790 Beijing Ave, Beijing",AC Level 1,0.24,9:00-18:00,4.89,66,Ionity,22,CCS,2020,No,4.8,8,Annually
EVS02701,-12.3762,-107.627193,"6184 Random Rd, City 246, Country",AC Level 2,0.13,24/7,3.31,34,Tesla,350,CCS,2021,No,4.8,4,Monthly
EVS02702,43.644424,-79.383024,"6727 Toronto Ave, Toronto",DC Fast Charger,0.11,9:00-18:00,5.32,72,Tesla,350,"Type 2, CCS",2015,No,3.9,4,Annually
EVS02703,55.704134,37.610069,"5505 Moscow Ave, Moscow",AC Level 2,0.24,24/7,11.57,47,EVgo,350,Type 2,2018,Yes,4.1,7,Quarterly
EVS02704,43.769529,-79.310357,"1263 Toronto Ave, Toronto",AC Level 2,0.46,6:00-22:00,19.3,53,EVgo,50,Tesla,2022,Yes,4.9,4,Quarterly
EVS02705,41.85322,-87.665414,"2600 Chicago Ave, Chicago",AC Level 1,0.44,24/7,6.26,15,Ionity,50,"CHAdeMO, Tesla",2023,No,4.0,8,Annually
EVS02706,19.060951,72.971799,"3231 Mumbai Ave, Mumbai",AC Level 2,0.49,6:00-22:00,14.17,40,Greenlots,350,"Type 2, CHAdeMO",2022,No,3.5,10,Quarterly
EVS02707,19.425228,-99.011938,"4091 Mexico City Ave, Mexico City",AC Level 2,0.37,6:00-22:00,5.71,97,Tesla,50,CCS,2022,Yes,3.8,2,Monthly
EVS02708,43.647295,-79.340196,"3907 Toronto Ave, Toronto",AC Level 2,0.37,6:00-22:00,13.95,84,Tesla,150,CCS,2019,Yes,4.6,7,Monthly
EVS02709,55.880682,37.527291,"756 Moscow Ave, Moscow",DC Fast Charger,0.24,9:00-18:00,11.99,49,Ionity,350,Type 2,2023,No,3.9,4,Annually
EVS02710,13.774311,100.459458,"3188 Bangkok Ave, Bangkok",AC Level 1,0.31,9:00-18:00,7.3,12,Tesla,50,"CHAdeMO, Tesla",2018,Yes,4.3,6,Annually
EVS02711,85.83885,-20.557566,"7352 Random Rd, City 460, Country",AC Level 2,0.31,24/7,18.45,78,Tesla,50,CHAdeMO,2012,Yes,3.3,9,Monthly
EVS02712,-33.825283,151.320503,"6172 Sydney Ave, Sydney",AC Level 1,0.26,9:00-18:00,9.44,35,Tesla,350,"CCS, CHAdeMO",2017,Yes,3.5,3,Annually
EVS02713,52.450462,13.455457,"4805 Berlin Ave, Berlin",DC Fast Charger,0.14,6:00-22:00,17.89,22,Tesla,150,"Tesla, CCS",2015,No,3.7,1,Annually
EVS02714,43.789058,-79.308323,"850 Toronto Ave, Toronto",DC Fast Charger,0.29,9:00-18:00,13.5,43,ChargePoint,22,"Tesla, CCS",2015,No,4.7,2,Quarterly
EVS02715,-23.588105,-46.602042,"3956 São Paulo Ave, São Paulo",AC Level 1,0.35,24/7,1.68,52,Greenlots,350,"Tesla, Type 2",2017,No,3.5,6,Quarterly
EVS02716,41.920798,-87.638483,"3909 Chicago Ave, Chicago",AC Level 1,0.47,6:00-22:00,1.67,96,Ionity,22,CHAdeMO,2017,No,4.5,2,Quarterly
EVS02717,43.708172,-79.377304,"1734 Toronto Ave, Toronto",AC Level 2,0.2,24/7,14.79,22,ChargePoint,50,"CCS, CHAdeMO",2015,Yes,5.0,4,Annually
EVS02718,19.099519,72.887058,"6241 Mumbai Ave, Mumbai",AC Level 2,0.16,6:00-22:00,5.74,98,ChargePoint,50,"CCS, Type 2",2018,No,4.3,6,Quarterly
EVS02719,19.042063,72.903978,"199 Mumbai Ave, Mumbai",AC Level 1,0.21,6:00-22:00,9.02,63,Ionity,350,"Tesla, Type 2",2017,Yes,4.7,3,Quarterly
EVS02720,37.596661,126.998039,"4531 Seoul Ave, Seoul",AC Level 2,0.29,9:00-18:00,2.32,94,Ionity,50,Type 2,2020,Yes,3.4,6,Quarterly
EVS02721,49.397561,19.124434,"5547 Random Rd, City 103, Country",AC Level 2,0.36,9:00-18:00,6.38,30,Greenlots,50,CCS,2014,No,3.0,2,Monthly
EVS02722,37.707204,-122.335839,"1582 San Francisco Ave, San Francisco",AC Level 1,0.34,6:00-22:00,16.81,46,Greenlots,22,CHAdeMO,2017,Yes,3.4,7,Monthly
EVS02723,19.527973,-99.143439,"571 Mexico City Ave, Mexico City",DC Fast Charger,0.33,9:00-18:00,4.34,12,Tesla,22,"Type 2, CCS",2013,No,3.2,9,Monthly
EVS02724,34.012019,-118.378173,"2939 Los Angeles Ave, Los Angeles",AC Level 2,0.15,6:00-22:00,16.27,74,Ionity,50,Type 2,2021,Yes,4.0,2,Monthly
EVS02725,37.688535,127.040722,"9853 Seoul Ave, Seoul",AC Level 2,0.15,24/7,19.24,63,ChargePoint,22,"CHAdeMO, Tesla",2016,Yes,3.8,9,Quarterly
EVS02726,-33.821623,151.257006,"7056 Sydney Ave, Sydney",AC Level 1,0.22,9:00-18:00,18.68,32,Tesla,350,CHAdeMO,2016,No,4.8,4,Quarterly
EVS02727,19.451327,-99.154668,"667 Mexico City Ave, Mexico City",AC Level 2,0.14,9:00-18:00,7.82,84,ChargePoint,50,Tesla,2011,Yes,5.0,1,Annually
EVS02728,25.303551,55.375302,"2657 Dubai Ave, Dubai",AC Level 1,0.24,24/7,6.7,20,Ionity,150,"CCS, CHAdeMO",2015,Yes,4.7,8,Quarterly
EVS02729,19.487627,-99.167719,"9753 Mexico City Ave, Mexico City",DC Fast Charger,0.34,24/7,11.96,77,ChargePoint,50,"Type 2, CHAdeMO",2020,No,4.8,3,Quarterly
EVS02730,52.518097,13.41521,"6485 Berlin Ave, Berlin",AC Level 2,0.31,9:00-18:00,1.15,85,ChargePoint,150,"Type 2, CCS",2021,Yes,4.8,3,Annually
EVS02731,-31.249815,-87.293159,"475 Random Rd, City 134, Country",AC Level 2,0.32,6:00-22:00,10.25,21,ChargePoint,50,CCS,2010,Yes,3.8,4,Quarterly
EVS02732,39.985628,116.246473,"7950 Beijing Ave, Beijing",AC Level 2,0.26,6:00-22:00,9.86,26,Greenlots,22,"CCS, Type 2",2012,Yes,4.6,8,Monthly
EVS02733,37.805558,-122.430231,"6597 San Francisco Ave, San Francisco",AC Level 1,0.19,24/7,6.36,89,Greenlots,150,"Type 2, CHAdeMO",2011,Yes,3.8,10,Quarterly
EVS02734,13.878634,100.540261,"5501 Bangkok Ave, Bangkok",AC Level 1,0.36,24/7,9.11,78,Greenlots,22,CHAdeMO,2017,Yes,3.6,3,Monthly
EVS02735,52.587271,13.378568,"6732 Berlin Ave, Berlin",AC Level 1,0.34,6:00-22:00,7.72,41,EVgo,350,"Tesla, CCS",2011,No,3.9,9,Monthly
EVS02736,37.624233,127.031669,"2702 Seoul Ave, Seoul",AC Level 1,0.45,6:00-22:00,9.7,76,EVgo,22,CCS,2014,No,4.5,6,Annually
EVS02737,41.864241,-87.635425,"8618 Chicago Ave, Chicago",AC Level 1,0.13,24/7,11.62,39,ChargePoint,350,"Tesla, Type 2",2023,Yes,4.6,6,Quarterly
EVS02738,52.425926,13.434868,"744 Berlin Ave, Berlin",AC Level 2,0.48,24/7,1.7,38,Ionity,22,Type 2,2010,Yes,3.4,10,Quarterly
EVS02739,43.703846,-79.495852,"2893 Toronto Ave, Toronto",AC Level 2,0.12,24/7,12.27,28,Tesla,50,CCS,2020,Yes,4.6,6,Monthly
EVS02740,-33.85145,151.303011,"3864 Sydney Ave, Sydney",AC Level 2,0.45,6:00-22:00,3.95,63,Ionity,150,"Type 2, Tesla",2018,No,4.2,4,Quarterly
EVS02741,24.142931,-152.540456,"2363 Random Rd, City 330, Country",AC Level 2,0.46,6:00-22:00,7.02,68,Tesla,50,Tesla,2018,Yes,4.7,2,Monthly
EVS02742,-33.842599,18.548623,"1103 Cape Town Ave, Cape Town",AC Level 1,0.48,24/7,15.79,52,ChargePoint,350,"CCS, Type 2",2016,No,3.4,8,Quarterly
EVS02743,25.339972,55.271814,"3481 Dubai Ave, Dubai",AC Level 1,0.15,24/7,1.67,45,EVgo,22,"CHAdeMO, Tesla",2014,Yes,4.9,8,Monthly
EVS02744,34.014062,-118.357959,"8664 Los Angeles Ave, Los Angeles",AC Level 2,0.16,9:00-18:00,2.6,44,Greenlots,50,"CCS, CHAdeMO",2014,Yes,4.9,4,Annually
EVS02745,-33.791339,18.541475,"8843 Cape Town Ave, Cape Town",AC Level 1,0.43,6:00-22:00,9.97,69,Tesla,350,CCS,2023,Yes,3.4,9,Annually
EVS02746,34.176741,-118.265168,"9738 Los Angeles Ave, Los Angeles",DC Fast Charger,0.45,6:00-22:00,1.53,67,EVgo,150,CCS,2018,Yes,3.6,1,Annually
EVS02747,55.746901,37.654278,"9215 Moscow Ave, Moscow",DC Fast Charger,0.12,9:00-18:00,17.77,70,ChargePoint,50,"Tesla, CHAdeMO",2020,Yes,4.0,2,Monthly
EVS02748,55.704496,37.694043,"37 Moscow Ave, Moscow",AC Level 2,0.48,6:00-22:00,5.55,65,Greenlots,350,CHAdeMO,2011,Yes,4.8,5,Quarterly
EVS02749,41.965624,-87.64942,"1252 Chicago Ave, Chicago",DC Fast Charger,0.23,9:00-18:00,6.42,53,Tesla,50,"Tesla, Type 2",2023,No,4.3,6,Quarterly
EVS02750,52.469946,13.324478,"7492 Berlin Ave, Berlin",AC Level 1,0.37,24/7,17.91,98,EVgo,150,Tesla,2013,Yes,4.8,5,Monthly
EVS02751,-45.095138,-130.298281,"6014 Random Rd, City 163, Country",AC Level 1,0.39,6:00-22:00,19.76,51,Ionity,22,CHAdeMO,2022,No,3.7,4,Monthly
EVS02752,19.478857,-99.109402,"5070 Mexico City Ave, Mexico City",DC Fast Charger,0.27,6:00-22:00,18.79,47,Ionity,50,"CCS, CHAdeMO",2014,No,3.1,6,Monthly
EVS02753,55.864838,37.582799,"8998 Moscow Ave, Moscow",DC Fast Charger,0.33,9:00-18:00,8.52,98,Greenlots,150,"Tesla, CCS",2023,No,4.8,2,Annually
EVS02754,52.579252,13.375561,"5297 Berlin Ave, Berlin",DC Fast Charger,0.45,24/7,10.38,61,Tesla,50,"Type 2, CHAdeMO",2012,Yes,4.2,6,Annually
EVS02755,41.845065,-87.749012,"7370 Chicago Ave, Chicago",AC Level 1,0.4,24/7,8.23,31,EVgo,22,Type 2,2017,Yes,5.0,4,Annually
EVS02756,13.75625,100.505501,"9936 Bangkok Ave, Bangkok",AC Level 2,0.5,24/7,1.51,50,ChargePoint,50,"Type 2, CCS",2014,Yes,3.8,7,Annually
EVS02757,37.535666,127.059336,"5253 Seoul Ave, Seoul",DC Fast Charger,0.48,6:00-22:00,13.99,26,Tesla,50,"CCS, Tesla",2011,No,4.9,5,Monthly
EVS02758,37.609987,127.005702,"2456 Seoul Ave, Seoul",DC Fast Charger,0.48,24/7,1.57,75,Greenlots,22,"CHAdeMO, Tesla",2013,No,5.0,7,Monthly
EVS02759,13.733526,100.431991,"2990 Bangkok Ave, Bangkok",AC Level 1,0.26,6:00-22:00,1.11,80,EVgo,350,"CCS, Tesla",2018,No,4.0,4,Quarterly
EVS02760,43.783081,-79.460419,"1982 Toronto Ave, Toronto",AC Level 2,0.42,24/7,4.11,62,EVgo,150,CHAdeMO,2010,Yes,4.3,10,Quarterly
EVS02761,-25.151506,-127.128006,"7940 Random Rd, City 220, Country",AC Level 2,0.37,24/7,15.11,98,Ionity,50,CCS,2013,Yes,3.7,4,Annually
EVS02762,43.753659,-79.488654,"1086 Toronto Ave, Toronto",AC Level 2,0.22,24/7,13.19,94,EVgo,150,"Type 2, CHAdeMO",2019,No,4.7,9,Annually
EVS02763,55.800185,37.650016,"2642 Moscow Ave, Moscow",AC Level 2,0.22,9:00-18:00,11.8,87,EVgo,50,"CCS, Tesla",2017,Yes,3.8,8,Quarterly
EVS02764,52.48321,13.359725,"4603 Berlin Ave, Berlin",AC Level 1,0.23,24/7,9.83,59,Ionity,150,"Type 2, CCS",2023,No,3.7,2,Annually
EVS02765,43.692899,-79.491993,"3931 Toronto Ave, Toronto",DC Fast Charger,0.16,24/7,3.7,18,Greenlots,150,"CCS, Tesla",2011,Yes,3.3,2,Annually
EVS02766,19.580243,-99.165155,"913 Mexico City Ave, Mexico City",AC Level 1,0.27,6:00-22:00,9.06,82,Tesla,150,Tesla,2019,No,3.4,5,Annually
EVS02767,43.730304,-79.499383,"587 Toronto Ave, Toronto",AC Level 1,0.15,24/7,13.17,72,Ionity,50,"CCS, Type 2",2021,No,3.5,6,Quarterly
EVS02768,13.891242,100.44532,"5046 Bangkok Ave, Bangkok",AC Level 2,0.17,6:00-22:00,0.77,79,EVgo,350,CCS,2018,No,4.4,6,Quarterly
EVS02769,37.86257,-122.451621,"7802 San Francisco Ave, San Francisco",AC Level 1,0.49,24/7,16.95,52,Ionity,50,"CCS, CHAdeMO",2014,Yes,3.2,9,Annually
EVS02770,37.793172,-122.322576,"9693 San Francisco Ave, San Francisco",DC Fast Charger,0.26,24/7,1.8,97,Ionity,150,"Type 2, CHAdeMO",2022,Yes,4.6,2,Quarterly
EVS02771,-32.738014,30.094633,"4702 Random Rd, City 500, Country",AC Level 2,0.43,6:00-22:00,19.31,45,Greenlots,150,Type 2,2019,Yes,3.2,2,Quarterly
EVS02772,37.648708,126.957589,"9315 Seoul Ave, Seoul",AC Level 1,0.36,6:00-22:00,2.91,95,Greenlots,50,Tesla,2021,Yes,3.6,9,Quarterly
EVS02773,-23.668166,-46.653419,"616 São Paulo Ave, São Paulo",DC Fast Charger,0.3,24/7,1.34,57,ChargePoint,50,"Tesla, CHAdeMO",2010,No,3.5,5,Quarterly
EVS02774,39.919882,116.201388,"389 Beijing Ave, Beijing",AC Level 1,0.22,9:00-18:00,5.93,70,Ionity,350,"Tesla, CCS",2013,Yes,4.4,9,Monthly
EVS02775,-33.7207,151.27605,"2660 Sydney Ave, Sydney",AC Level 1,0.15,9:00-18:00,2.38,91,Tesla,350,"Type 2, Tesla",2012,Yes,5.0,9,Quarterly
EVS02776,-33.736026,151.241441,"5820 Sydney Ave, Sydney",DC Fast Charger,0.29,9:00-18:00,9.78,20,ChargePoint,22,"Tesla, Type 2",2017,No,4.1,3,Annually
EVS02777,43.697639,-79.397607,"7236 Toronto Ave, Toronto",AC Level 1,0.48,9:00-18:00,2.98,48,Tesla,150,"Type 2, CHAdeMO",2012,No,3.9,4,Quarterly
EVS02778,37.891533,-122.30546,"322 San Francisco Ave, San Francisco",DC Fast Charger,0.34,24/7,10.12,30,Tesla,150,Tesla,2023,Yes,4.2,10,Monthly
EVS02779,-23.651575,-46.553116,"9359 São Paulo Ave, São Paulo",AC Level 2,0.17,6:00-22:00,2.0,34,EVgo,350,Type 2,2020,No,3.6,4,Monthly
EVS02780,37.706908,-122.390673,"3791 San Francisco Ave, San Francisco",AC Level 2,0.47,24/7,18.05,14,Ionity,50,"Type 2, CCS",2021,Yes,3.4,8,Annually
EVS02781,81.182997,115.551929,"1435 Random Rd, City 127, Country",DC Fast Charger,0.28,24/7,0.52,63,ChargePoint,150,CHAdeMO,2010,Yes,3.7,4,Monthly
EVS02782,19.027997,72.873618,"5279 Mumbai Ave, Mumbai",AC Level 2,0.26,6:00-22:00,8.3,55,Ionity,150,Type 2,2014,No,4.5,3,Quarterly
EVS02783,-23.678769,-46.536427,"109 São Paulo Ave, São Paulo",AC Level 1,0.4,9:00-18:00,17.47,14,ChargePoint,150,CHAdeMO,2015,No,3.9,5,Monthly
EVS02784,13.799726,100.409579,"3021 Bangkok Ave, Bangkok",AC Level 2,0.2,9:00-18:00,9.35,28,Ionity,150,"CCS, Tesla",2017,No,3.5,5,Quarterly
EVS02785,37.569677,126.939872,"2754 Seoul Ave, Seoul",DC Fast Charger,0.16,24/7,14.49,61,ChargePoint,150,CCS,2014,Yes,4.4,10,Quarterly
EVS02786,37.666959,127.05326,"2142 Seoul Ave, Seoul",AC Level 2,0.27,24/7,14.59,50,ChargePoint,50,"Type 2, Tesla",2015,Yes,4.3,5,Annually
EVS02787,34.129832,-118.354167,"2767 Los Angeles Ave, Los Angeles",AC Level 2,0.29,9:00-18:00,15.75,37,Tesla,50,"Type 2, CCS",2023,No,3.9,9,Annually
EVS02788,37.845919,-122.390363,"3948 San Francisco Ave, San Francisco",AC Level 2,0.35,24/7,8.37,59,EVgo,350,CCS,2021,Yes,4.3,8,Annually
EVS02789,41.879058,-87.68153,"3525 Chicago Ave, Chicago",AC Level 1,0.28,24/7,17.74,30,EVgo,50,CCS,2010,Yes,5.0,10,Quarterly
EVS02790,37.818996,-122.339918,"7215 San Francisco Ave, San Francisco",DC Fast Charger,0.17,9:00-18:00,2.27,94,Ionity,22,Tesla,2019,Yes,4.1,10,Annually
EVS02791,-6.163765,93.162571,"2261 Random Rd, City 64, Country",DC Fast Charger,0.37,24/7,14.75,73,EVgo,350,Tesla,2018,Yes,4.7,10,Monthly
EVS02792,13.87732,100.476308,"9878 Bangkok Ave, Bangkok",DC Fast Charger,0.2,24/7,10.9,62,Tesla,50,"CCS, Type 2",2015,Yes,4.2,1,Annually
EVS02793,-33.788811,151.337524,"2907 Sydney Ave, Sydney",AC Level 1,0.18,24/7,12.47,33,Ionity,350,Tesla,2019,No,3.6,8,Annually
EVS02794,19.000524,72.871898,"3173 Mumbai Ave, Mumbai",AC Level 2,0.39,9:00-18:00,8.92,98,Greenlots,150,"Tesla, CCS",2022,Yes,3.3,1,Monthly
EVS02795,-33.895933,151.286278,"603 Sydney Ave, Sydney",AC Level 1,0.4,24/7,14.15,28,Greenlots,350,"CHAdeMO, Tesla",2014,No,3.6,2,Annually
EVS02796,55.735607,37.529295,"4000 Moscow Ave, Moscow",AC Level 1,0.25,6:00-22:00,11.12,24,ChargePoint,350,"CCS, Type 2",2010,No,4.4,9,Annually
EVS02797,-23.606598,-46.595036,"4531 São Paulo Ave, São Paulo",AC Level 2,0.44,24/7,5.01,45,Ionity,22,CHAdeMO,2012,Yes,3.3,7,Annually
EVS02798,-23.579721,-46.602462,"1935 São Paulo Ave, São Paulo",DC Fast Charger,0.32,9:00-18:00,9.76,67,EVgo,22,CCS,2020,Yes,4.5,3,Annually
EVS02799,39.881783,116.314113,"8424 Beijing Ave, Beijing",AC Level 2,0.44,6:00-22:00,9.96,23,Tesla,50,Type 2,2015,No,3.6,4,Quarterly
EVS02800,39.822343,116.201813,"4265 Beijing Ave, Beijing",AC Level 2,0.38,6:00-22:00,3.56,95,EVgo,150,"CCS, Tesla",2020,Yes,3.9,8,Quarterly
EVS02801,-58.485289,-85.370754,"6212 Random Rd, City 316, Country",DC Fast Charger,0.49,6:00-22:00,14.64,61,Ionity,22,"CHAdeMO, Type 2",2019,Yes,4.0,7,Monthly
EVS02802,19.431754,-99.195537,"64 Mexico City Ave, Mexico City",AC Level 1,0.28,6:00-22:00,17.28,40,ChargePoint,50,CHAdeMO,2022,No,3.0,5,Quarterly
EVS02803,19.5924,-99.199261,"6800 Mexico City Ave, Mexico City",AC Level 2,0.15,6:00-22:00,5.13,40,EVgo,50,Type 2,2014,No,4.6,3,Quarterly
EVS02804,39.936149,116.426654,"8050 Beijing Ave, Beijing",AC Level 2,0.12,9:00-18:00,13.9,100,Ionity,350,"Tesla, Type 2",2022,No,4.1,8,Quarterly
EVS02805,41.9431,-87.666256,"690 Chicago Ave, Chicago",DC Fast Charger,0.32,24/7,9.19,34,Greenlots,50,CHAdeMO,2021,No,3.8,1,Quarterly
EVS02806,41.99907,-87.69745,"6835 Chicago Ave, Chicago",AC Level 1,0.5,6:00-22:00,19.19,48,Ionity,150,"CCS, CHAdeMO",2018,No,4.3,9,Annually
EVS02807,19.442453,-99.14218,"5127 Mexico City Ave, Mexico City",AC Level 1,0.14,9:00-18:00,19.45,96,EVgo,22,"Type 2, Tesla",2020,No,4.7,8,Annually
EVS02808,34.053518,-118.278827,"519 Los Angeles Ave, Los Angeles",AC Level 2,0.44,6:00-22:00,6.38,65,Tesla,150,"Tesla, Type 2",2015,No,4.8,3,Monthly
EVS02809,39.836289,116.202836,"7374 Beijing Ave, Beijing",AC Level 1,0.41,9:00-18:00,18.78,43,Greenlots,350,Tesla,2018,No,4.2,1,Quarterly
EVS02810,25.321597,55.256801,"2398 Dubai Ave, Dubai",DC Fast Charger,0.17,24/7,7.57,87,Ionity,350,"Type 2, Tesla",2017,No,4.1,8,Quarterly
EVS02811,-49.602663,-140.652595,"9274 Random Rd, City 359, Country",AC Level 1,0.3,6:00-22:00,16.08,88,Tesla,350,CHAdeMO,2015,Yes,3.9,10,Monthly
EVS02812,25.21469,55.369,"4171 Dubai Ave, Dubai",AC Level 1,0.24,24/7,11.58,58,Ionity,22,"CCS, Tesla",2023,Yes,4.0,6,Monthly
EVS02813,-23.541446,-46.639559,"2750 São Paulo Ave, São Paulo",DC Fast Charger,0.24,6:00-22:00,13.91,55,EVgo,22,"Tesla, CHAdeMO",2015,No,3.3,3,Monthly
EVS02814,52.403158,13.396794,"2959 Berlin Ave, Berlin",AC Level 1,0.2,6:00-22:00,18.28,94,EVgo,150,"Tesla, CHAdeMO",2022,No,3.8,7,Monthly
EVS02815,-23.690368,-46.583342,"6952 São Paulo Ave, São Paulo",AC Level 2,0.11,6:00-22:00,9.93,27,Greenlots,350,"CHAdeMO, Type 2",2015,Yes,4.2,4,Quarterly
EVS02816,19.48881,-99.155964,"6380 Mexico City Ave, Mexico City",DC Fast Charger,0.25,24/7,10.11,98,Ionity,350,"CCS, Type 2",2013,No,3.3,7,Annually
EVS02817,-33.888782,18.533366,"5536 Cape Town Ave, Cape Town",DC Fast Charger,0.37,24/7,15.83,97,Ionity,350,"CHAdeMO, CCS",2010,Yes,4.2,7,Quarterly
EVS02818,19.046258,72.846275,"36 Mumbai Ave, Mumbai",AC Level 2,0.23,6:00-22:00,11.12,52,Greenlots,150,"Type 2, CHAdeMO",2023,No,3.7,3,Annually
EVS02819,-33.793578,151.342163,"3218 Sydney Ave, Sydney",AC Level 2,0.35,24/7,18.07,92,Tesla,22,"Type 2, Tesla",2022,Yes,3.9,3,Quarterly
EVS02820,43.718562,-79.35091,"3574 Toronto Ave, Toronto",AC Level 2,0.29,9:00-18:00,15.25,72,Tesla,150,CHAdeMO,2017,Yes,4.8,9,Monthly
EVS02821,-19.019488,159.040846,"6477 Random Rd, City 212, Country",DC Fast Charger,0.32,24/7,16.39,11,Tesla,150,CCS,2019,No,3.8,7,Quarterly
EVS02822,52.555002,13.411144,"5743 Berlin Ave, Berlin",AC Level 1,0.33,6:00-22:00,6.95,51,Greenlots,22,"CCS, Type 2",2010,Yes,3.4,4,Quarterly
EVS02823,41.992042,-87.76288,"1820 Chicago Ave, Chicago",AC Level 2,0.37,24/7,19.61,24,Greenlots,50,Type 2,2017,Yes,4.7,2,Monthly
EVS02824,-33.70136,151.214449,"307 Sydney Ave, Sydney",AC Level 2,0.37,9:00-18:00,13.41,50,ChargePoint,350,CCS,2014,Yes,4.3,9,Annually
EVS02825,-33.895214,151.242782,"7140 Sydney Ave, Sydney",AC Level 2,0.12,6:00-22:00,12.02,90,ChargePoint,50,Type 2,2020,No,4.4,3,Quarterly
EVS02826,37.557429,127.076876,"4030 Seoul Ave, Seoul",DC Fast Charger,0.39,6:00-22:00,7.79,27,EVgo,50,"Type 2, CCS",2019,No,4.5,5,Annually
EVS02827,37.873532,-122.309796,"6715 San Francisco Ave, San Francisco",AC Level 2,0.17,24/7,5.36,12,Greenlots,350,"Tesla, CHAdeMO",2015,Yes,3.6,8,Quarterly
EVS02828,25.357442,55.37078,"2608 Dubai Ave, Dubai",AC Level 2,0.11,6:00-22:00,19.9,90,Ionity,50,Type 2,2016,Yes,4.3,9,Quarterly
EVS02829,-33.830503,18.538735,"4110 Cape Town Ave, Cape Town",DC Fast Charger,0.25,9:00-18:00,7.95,64,EVgo,150,"Tesla, CHAdeMO",2012,Yes,3.6,5,Annually
EVS02830,39.947274,116.323064,"9849 Beijing Ave, Beijing",AC Level 2,0.32,6:00-22:00,10.13,38,Greenlots,350,"Type 2, CHAdeMO",2022,No,3.3,1,Monthly
EVS02831,14.725139,-49.221185,"4575 Random Rd, City 9, Country",AC Level 1,0.5,24/7,4.85,30,Ionity,350,CHAdeMO,2016,Yes,4.4,1,Monthly
